Company,link href,Vegan (all on here are vegan ),Features Peta Logo,PETA Business Friends
UltraRadiance by SkinVac MD,https://crueltyfree.peta.org/company/ultraradiance-by-skinvac-md/,,L,
Umberto Giannini Haircare,https://crueltyfree.peta.org/company/umberto-giannini-haircare/,,L,
Umbria Olii International USA,https://crueltyfree.peta.org/company/umbria-olii-international-usa/,,L,
Undead Inc,https://crueltyfree.peta.org/company/undead-inc/,,L,
Underground Cosmetics,https://crueltyfree.peta.org/company/underground-cosmetics/,,L,
UndiWash,https://crueltyfree.peta.org/company/undiwash/,,,
Undone Beauty,https://crueltyfree.peta.org/company/undone/,,,
Undvivided Cosmetics,https://crueltyfree.peta.org/company/undvivided-cosmetics/,,L,
Unearth Malee,https://crueltyfree.peta.org/company/unearth-malee/,,L,
Uniful,https://crueltyfree.peta.org/company/uniful/,,L,
UNITED & FREE Skincare,https://crueltyfree.peta.org/company/united-free-skincare/,,L,
Unived,https://crueltyfree.peta.org/company/unived/,,,
UNLEASHIA,https://crueltyfree.peta.org/company/unleashia/,,L,
Unphased Skin,https://crueltyfree.peta.org/company/unphased-skin/,,,
Untainted,https://crueltyfree.peta.org/company/untainted/,,L,
UNTOXICATED,https://crueltyfree.peta.org/company/untoxicated/,,L,
Unwined by the Sea,https://crueltyfree.peta.org/company/unwined-by-the-sea/,,L,
Unwritten Hair,https://crueltyfree.peta.org/company/unwritten-hair/,,L,
Up Candle,https://crueltyfree.peta.org/company/up-candle/,,L,
Up To Beaver,https://crueltyfree.peta.org/company/up-to-beaver/,,,
UP2YOU,https://crueltyfree.peta.org/company/up2you/,,L,
Ur Makeup,https://crueltyfree.peta.org/company/ur-makeup/,,L,
Urban Alchemy,https://crueltyfree.peta.org/company/urban-alchemy/,,L,
Urban Botanicals,https://crueltyfree.peta.org/company/urban-botanicals/,,,
Urban Care (SELEN KOZMETIK),https://crueltyfree.peta.org/company/urban-care-selen-kozmetik/,,L,
Urban Essentials,https://crueltyfree.peta.org/company/urban-essentials/,,,
Urban Essentials India Pvt Ltd,https://crueltyfree.peta.org/company/urban-essentials-india-pvt-ltd/,,L,
Urban Glow,https://crueltyfree.peta.org/company/urban-glow/,,,
Urban Minerals,https://crueltyfree.peta.org/company/urban-minerals/,,,
Urban Veda,https://crueltyfree.peta.org/company/urban-veda/,,L,
URBINS (LOMEVE),https://crueltyfree.peta.org/company/urbins-lomeve/,,,
U.S. Cotton,https://crueltyfree.peta.org/company/us-cotton/,,L,
Utan,https://crueltyfree.peta.org/company/utan/,,,
UUUUU.,https://crueltyfree.peta.org/company/uuuuu/,,L,
V-dog,https://crueltyfree.peta.org/company/v-dog/,,,
V.GAN,https://crueltyfree.peta.org/company/v-gan/,,L,
Váhy,https://crueltyfree.peta.org/company/vahy/,,L,
Vaihea Skincare,https://crueltyfree.peta.org/company/vaihea-skincare/,,L,
Vairea Skincare LLC,https://crueltyfree.peta.org/company/vairea-skincare-llc/,,L,
VALL,https://crueltyfree.peta.org/company/vall/,,L,
Valley of the Sun Cosmetics,https://crueltyfree.peta.org/company/valley-of-the-sun-cosmetics/,,L,
Valuepharm,https://crueltyfree.peta.org/company/valuepharm/,,L,
VANDA HEALTH CARE,https://crueltyfree.peta.org/company/vanda-health-care/,,L,
VANDLEZ UG,https://crueltyfree.peta.org/company/vandlez-ug/,,L,
Vanessa Ziletti Cosmetics,https://crueltyfree.peta.org/company/vanessa-ziletti-cosmetics/,,L,
Vanilla and Wild,https://crueltyfree.peta.org/company/vanilla-and-wild/,,,
Vanilla Mozi,https://crueltyfree.peta.org/company/vanilla-mozi/,,L,
Vanilla Reef,https://crueltyfree.peta.org/company/vanilla-reef/,,L,
Vanity Group,https://crueltyfree.peta.org/company/vanity-group/,,,
Vanwei Studio,https://crueltyfree.peta.org/company/vanwei-studio/,,L,
Varkveda Venture Pvt Ltd.,https://crueltyfree.peta.org/company/varkveda/,,,
VAUNT SKINCARE,https://crueltyfree.peta.org/company/vaunt-skincare/,,,
Vayyu,https://crueltyfree.peta.org/company/vayyu/,,L,
vBeaute,https://crueltyfree.peta.org/company/vbeaute/,,L,
Vcollagen,https://crueltyfree.peta.org/company/vcollagen/,,L,
VE Cosmetics,https://crueltyfree.peta.org/company/ve-cosmetics/,,L,
Veco Natural,https://crueltyfree.peta.org/company/veco-natural/,,,
Veda Naturals,https://crueltyfree.peta.org/company/veda-naturals/,,L,
Vedaearth,https://crueltyfree.peta.org/company/vedaearth/,,L,
Vedge Candle,https://crueltyfree.peta.org/company/vedge-candle/,,,
Vedic Botanicals,https://crueltyfree.peta.org/company/vedic-botanicals/,,L,
Vedic Lab,https://crueltyfree.peta.org/company/vedic-lab/,,L,
Veela+,https://crueltyfree.peta.org/company/veela-uralgrup/,,L,
Veg Out Organics,https://crueltyfree.peta.org/company/veg-out-organics/,,,
Vega,https://crueltyfree.peta.org/company/vega/,,,
vegaLASH,https://crueltyfree.peta.org/company/vegalash/,,L,
Vegan Beauty Cosmetics,https://crueltyfree.peta.org/company/vegan-beauty-cosmetics/,,L,
VEGAN by Needs,https://crueltyfree.peta.org/company/vegan-by-needs/,,L,
VEGAN CPH Cosmetics,https://crueltyfree.peta.org/company/vegan-cph-cosmetics/,,L,
Vegan Dog Delights,https://crueltyfree.peta.org/company/vegan-dog-delights/,,,
Vegan Lizz,https://crueltyfree.peta.org/company/vegan-lizz/,,L,
Vegan Mania,https://crueltyfree.peta.org/company/vegan-mania/,,L,
Vegan Mia,https://crueltyfree.peta.org/company/vegan-mia/,,L,
Vegan Serenity,https://crueltyfree.peta.org/company/vegan-serenity/,,L,
FLOVICHE,https://crueltyfree.peta.org/company/vegan-skin-care/,,L,
VEGAN SKN LIMITED,https://crueltyfree.peta.org/company/vegan-skn-limited/,,L,
Vegan Tree Owl,https://crueltyfree.peta.org/company/vegan-tree-owl/,,L,
Veganbunny,https://crueltyfree.peta.org/company/veganbunny/,,,
Vegane Pflege,https://crueltyfree.peta.org/company/vegane-pflege/,,,
Vegan Flow,https://crueltyfree.peta.org/company/veganflow/,,L,
Vegani Limited,https://crueltyfree.peta.org/company/vegani-limited/,,L,
Veganic SKN Limited,https://crueltyfree.peta.org/company/veganic-skn-limited/,,,
Veganis,https://crueltyfree.peta.org/company/veganis/,,L,
Veganup by Heike Kaufmann,https://crueltyfree.peta.org/company/veganup-by-heike-kaufmann/,,L,
Veganus,https://crueltyfree.peta.org/company/veganus/,,L,
Vegas Make Up,https://crueltyfree.peta.org/company/vegas-make-up/,,L,
Vegenero,https://crueltyfree.peta.org/company/vegenero/,,L,
Vegs Co.,https://crueltyfree.peta.org/company/vegs-co/,,L,
Velet Cosmetics,https://crueltyfree.peta.org/company/velet-cosmetics/,,L,
Velveit Cosmetics,https://crueltyfree.peta.org/company/velveit-cosmetics/,,L,
Velvet Report,https://crueltyfree.peta.org/company/velvet-report/,,L,
Velvette Organics,https://crueltyfree.peta.org/company/velvette-organics/,,L,
Venira.cz,https://crueltyfree.peta.org/company/venira-cz/,,L,
Veoli Botanica,https://crueltyfree.peta.org/company/veoli-botanica/,,L,
Verb Products,https://crueltyfree.peta.org/company/verb-products/,,L,
Verb Vitamins,https://crueltyfree.peta.org/company/verb-vitamins/,,L,
Verdura NaturAlternatives,https://crueltyfree.peta.org/company/verdura-naturalternatives/,,L,
VERED organic botanicals,https://crueltyfree.peta.org/company/vered-organic-botanicals/,,L,
Verite Spa Organics,https://crueltyfree.peta.org/company/verite-spa-organics/,,L,
verpackmeinnicht,https://crueltyfree.peta.org/company/verpackmeinnicht/,,,
Vesper Ventures,https://crueltyfree.peta.org/company/vesper-ventures/,,,
Vesta Holdings,https://crueltyfree.peta.org/company/vesta-holdings/,,L,
VETFF,https://crueltyfree.peta.org/company/vetff/,,L,
Vhera Lucci,https://crueltyfree.peta.org/company/vhera-lucci/,,L,
Vibra Cosmetica,https://crueltyfree.peta.org/company/vibra-cosmetica/,,L,
Vibrancia Cosmética,https://crueltyfree.peta.org/company/vibrancia-cosmetica/,,,
Vibre (The Feelgood Company),https://crueltyfree.peta.org/company/vibre-the-feelgood-company/,,,
Victorria Industrial Co.,https://crueltyfree.peta.org/company/victorria-industrial-co/,,L,
Videlina Natura,https://crueltyfree.peta.org/company/videlina-natura/,,,
Vidhyanjali,https://crueltyfree.peta.org/company/vidhyanjali/,,,
VIEVE,https://crueltyfree.peta.org/company/vieve/,,L,
Viganshit,https://crueltyfree.peta.org/company/viganshit/,,,
VIGONATURE,https://crueltyfree.peta.org/company/vigonature/,,,
Vihara Life Care,https://crueltyfree.peta.org/company/vihara-life-care/,,,
Ville De Fleurs,https://crueltyfree.peta.org/company/ville-de-fleurs/,,,
VIMS BEAUTY,https://crueltyfree.peta.org/company/vims-beauty/,,L,
Vinci Botanicals,https://crueltyfree.peta.org/company/vinci-botanicals/,,,
Vingt,https://crueltyfree.peta.org/company/vingt/,,L,
VIOLETA COSMETICOS,https://crueltyfree.peta.org/company/violeta-cosmeticos/,,L,
VIP Jolie,https://crueltyfree.peta.org/company/vip-jolie/,,L,
V.I.P. Soap Products,https://crueltyfree.peta.org/company/vip-soap-products/,,L,
Virá Cosméticos,https://crueltyfree.peta.org/company/vira-cosmeticos/,,L,
Viva La Body,https://crueltyfree.peta.org/company/viva-la-body/,,L,
Viva Maia,https://crueltyfree.peta.org/company/viva-maia/,,L,
Viva Terra Limited,https://crueltyfree.peta.org/company/viva-terra-limited/,,L,
Vivagreen,https://crueltyfree.peta.org/company/vivagreen/,,L,
Vive Cosmetics,https://crueltyfree.peta.org/company/vive-cosmetics/,,L,
Vividraw,https://crueltyfree.peta.org/company/vividraw/,,L,
VIVRI,https://crueltyfree.peta.org/company/vivri/,,L,
VIZZELA,https://crueltyfree.peta.org/company/vizzela/,,L,
VMP Cosmetics,https://crueltyfree.peta.org/company/vmp-cosmetics/,,,
VOESH,https://crueltyfree.peta.org/company/voesh/,,L,
VoLash,https://crueltyfree.peta.org/company/volash/,,L,
Von Lupin,https://crueltyfree.peta.org/company/von-lupin/,,,
VonBlü Cosmetics,https://crueltyfree.peta.org/company/vonblu-cosmetics/,,,
VOOP Cosmetics,https://crueltyfree.peta.org/company/voop-cosmetics/,,L,
Vóreio Sélas,https://crueltyfree.peta.org/company/voreio-selas/,,L,
VPOP Vitamins,https://crueltyfree.peta.org/company/vpop-vitamins/,,,
VREA Cosmetics,https://crueltyfree.peta.org/company/vrea-cosmetics/,,,
V.SUN,https://crueltyfree.peta.org/company/vsun/,,,
Vtari,https://crueltyfree.peta.org/company/vtari/,,L,
Vulox Vanity,https://crueltyfree.peta.org/company/vulox-vanity/,,L,
VXN Wellness,https://crueltyfree.peta.org/company/vxnwellness/,,L,
Vyla Cosmetics,https://crueltyfree.peta.org/company/vyla-cosmetics/,,L,
W. Cosmetics,https://crueltyfree.peta.org/company/w-cosmetics/,,L,
Wabi-Sabi Botanicals,https://crueltyfree.peta.org/company/wabi-sabi-botanicals/,,L,
Wachters’ Organic Sea Products,https://crueltyfree.peta.org/company/wachters-organic-sea-products/,,,
Wailani Beauty,https://crueltyfree.peta.org/company/wailani-beauty/,,,
Wakaya Perfection,https://crueltyfree.peta.org/company/wakaya-perfection/,,L,
Waldencast,https://crueltyfree.peta.org/company/waldencast/,,L,
War Paint Men’s Grooming,https://crueltyfree.peta.org/company/war-paint-mens-grooming/,,L,
Warm Human,https://crueltyfree.peta.org/company/warm-human/,,L,
waschkram UG,https://crueltyfree.peta.org/company/waschkram-ug/,,L,
Wash with Water,https://crueltyfree.peta.org/company/wash-with-water/,,L,
Waverly Color Co.,https://crueltyfree.peta.org/company/waverly-color-co/,,,
"We, All",https://crueltyfree.peta.org/company/we-all/,,L,
WE ARE PARADOXX,https://crueltyfree.peta.org/company/we-are-paradoxx/,,L,
WE LUV ECO,https://crueltyfree.peta.org/company/we-luv-eco/,,L,
WeAreFeel,https://crueltyfree.peta.org/company/wearefeel/,,L,
Well For Me,https://crueltyfree.peta.org/company/well-for-me/,,,
Well-in-Hand,https://crueltyfree.peta.org/company/well-in-hand/,,,
Well Khempt,https://crueltyfree.peta.org/company/well-khempt/,,,
Wellmark,https://crueltyfree.peta.org/company/wellmark/,,L,
Wellness Prioritized,https://crueltyfree.peta.org/company/wellness-prioritized/,,L,
Welstar Organics,https://crueltyfree.peta.org/company/welstar-organics/,,,
Weltun SPA,https://crueltyfree.peta.org/company/weltun/,,L,
Wembé,https://crueltyfree.peta.org/company/wembe/,,L,
WESS PROFESSIONAL,https://crueltyfree.peta.org/company/wess-professional/,,L,
Westlab,https://crueltyfree.peta.org/company/westlab/,,L,
WETHRIVV,https://crueltyfree.peta.org/company/wethrivv/,,L,
Whackit Beauty London,https://crueltyfree.peta.org/company/whackit-beauty-london/,,L,
WHATASKIN,https://crueltyfree.peta.org/company/whataskin/,,L,
Wheesht Masks,https://crueltyfree.peta.org/company/wheesht-masks/,,L,
Whip-It Inventions,https://crueltyfree.peta.org/company/whip-it-inventions/,,L,
Whispering Tulips,https://crueltyfree.peta.org/company/whispering-tulips/,,L,
White Lotus Cosmetic Acupuncture,https://crueltyfree.peta.org/company/white-lotus-cosmetic-acupuncture/,,,
White Rabbit Skincare,https://crueltyfree.peta.org/company/white-rabbit-skincare/,,L,
Wickedhaus Cosmetix,https://crueltyfree.peta.org/company/wickedhaus-cosmetix/,,,
Wiig,https://crueltyfree.peta.org/company/wiig/,,L,
Wiishbox Consumer,https://crueltyfree.peta.org/company/wiishbox-consumer/,,,
Wikkid Polish,https://crueltyfree.peta.org/company/wikkid-polish/,,L,
Wild Emery,https://crueltyfree.peta.org/company/wild-emery/,,L,
WILD GRACE,https://crueltyfree.peta.org/company/wild-grace/,,L,
Wild Willow,https://crueltyfree.peta.org/company/wild-willow/,,L,
Wilderness Soap Co.,https://crueltyfree.peta.org/company/wilderness-soap-co/,,L,
Wildflower Aromatherapy,https://crueltyfree.peta.org/company/wildflower-aromatherapy/,,L,
WILDGLOW COSMETICS,https://crueltyfree.peta.org/company/wildglow-cosmetics/,,L,
Wildling,https://crueltyfree.peta.org/company/wildling/,,L,
WildMint,https://crueltyfree.peta.org/company/wildmint/,,L,
Williamspro HD Cosmetics,https://crueltyfree.peta.org/company/williamspro-hd-cosmetics/,,L,
Wingme Cosmetics,https://crueltyfree.peta.org/company/wingme-cosmetics/,,L,
Winter In Venice,https://crueltyfree.peta.org/company/winter-in-venice/,,L,
Winter Organics,https://crueltyfree.peta.org/company/winter-organics/,,L,
With Love Cosmetics,https://crueltyfree.peta.org/company/with-love-cosmetics/,,,
With My,https://crueltyfree.peta.org/company/with-my/,,L,
Withered Skin Remedies,https://crueltyfree.peta.org/company/withered-skin-remedies/,,,
WOC Beauty,https://crueltyfree.peta.org/company/woc-beauty/,,,
Wolf & Pine Soap Company,https://crueltyfree.peta.org/company/wolf-pine-soap-company/,,,
Womiva,https://crueltyfree.peta.org/company/womiva/,,,
Wonder Lacquer,https://crueltyfree.peta.org/company/wonder-lacquer/,,,
Wonderbelly,https://crueltyfree.peta.org/company/wonderbelly/,,L,
Wonderwash International,https://crueltyfree.peta.org/company/wonderwash-international/,,L,
Woodsman Skincare,https://crueltyfree.peta.org/company/woodsman-skincare/,,L,
Woodstock Herbal Products,https://crueltyfree.peta.org/company/woodstock-herbal-products/,,L,
Woohoo Body,https://crueltyfree.peta.org/company/woohoo-body/,,L,
World Famous Tattoo Ink,https://crueltyfree.peta.org/company/world-famous-tattoo-ink/,,L,
WOSH,https://crueltyfree.peta.org/company/wosh/,,L,
WowE,https://crueltyfree.peta.org/company/wowe/,,L,
Wyld Skincare,https://crueltyfree.peta.org/company/wyld-skincare/,,L,
Wyuna Botanicals,https://crueltyfree.peta.org/company/wyuna-botanicals/,,L,
Xenna Corp,https://crueltyfree.peta.org/company/xenna-corp/,,L,
Xenna Corporation,https://crueltyfree.peta.org/company/xenna-corporation/,,,
Xeno,https://crueltyfree.peta.org/company/xeno/,,L,
Xenon Skin,https://crueltyfree.peta.org/company/xenon-skin/,,L,
XeoLab,https://crueltyfree.peta.org/company/xeolab/,,L,
XLR8 Cosmetics,https://crueltyfree.peta.org/company/xlr8-cosmetics/,,L,
XO Skin,https://crueltyfree.peta.org/company/xo-skin/,,L,
XOCOFI,https://crueltyfree.peta.org/company/xocofi/,,,
Xotic Naturals (Younez International),https://crueltyfree.peta.org/company/xotic-naturals-younez-international/,,L,
Xyrena,https://crueltyfree.peta.org/company/xyrena/,,L,
Yadkin Valley Soaps,https://crueltyfree.peta.org/company/yadkin-valley-soaps/,,,
Yakshi Naturals,https://crueltyfree.peta.org/company/yakshi-naturals/,,,
Yamco Skin,https://crueltyfree.peta.org/company/yamco-skin/,,L,
YAPA Beauty,https://crueltyfree.peta.org/company/yapa-beauty/,,L,
YARD Skincare,https://crueltyfree.peta.org/company/yard-skincare/,,,
Yarok Hair,https://crueltyfree.peta.org/company/yarok-hair/,,L,
YAY,https://crueltyfree.peta.org/company/yay-huskk/,,L,
Yaya Maria’s,https://crueltyfree.peta.org/company/yaya-marias/,,,
YEAUTY,https://crueltyfree.peta.org/company/yeauty/,,L,
Yepoda,https://crueltyfree.peta.org/company/yepoda/,,L,
Yibu Beauty,https://crueltyfree.peta.org/company/yibu-beauty/,,L,
Yin Yang Skincare,https://crueltyfree.peta.org/company/yin-yang-skincare/,,L,
YMH Beaute Co.,https://crueltyfree.peta.org/company/ymh-beaute-co/,,L,
Ynna’s Cosmetics,https://crueltyfree.peta.org/company/ynnas-cosmetics/,,,
Yodi,https://crueltyfree.peta.org/company/yodi/,,L,
Yonder,https://crueltyfree.peta.org/company/yonder/,,L,
YOPE,https://crueltyfree.peta.org/company/yope/,,L,
Yoppie,https://crueltyfree.peta.org/company/yoppie/,,L,
Yorba Organics,https://crueltyfree.peta.org/company/yorba-organics/,,L,
Yorkshire Artisan Crafts,https://crueltyfree.peta.org/company/yorkshire-artisan-crafts/,,L,
You Are Cosmetics,https://crueltyfree.peta.org/company/you-are-cosmetics/,,L,
You  Me,https://crueltyfree.peta.org/company/you-me/,,L,
YOUFE (Shenzhen Danbaoyi Electronic Commerce Co.),https://crueltyfree.peta.org/company/youfe-shenzhen-danbaoyi-electronic-commerce-co/,,L,
Y’OUR Skin,https://crueltyfree.peta.org/company/your-skin/,,,
Youth To The People,https://crueltyfree.peta.org/company/youth-to-the-people/,,L,
Youthfulvigour,https://crueltyfree.peta.org/company/youthfulvigour/,,L,
